org,year,survey,target,cluster_id,edu,age,female,black,weight
cbsnyt,7,9158,0,34,1,3,0,0,2678
cbsnyt,7,9158,0,31,2,1,1,0,1121
cbsnyt,7,9158,0,31,2,2,1,0,1208
cbsnyt,7,9158,0,5,1,2,1,0,1009
cbsnyt,7,9158,0,17,4,1,1,0,331
cbsnyt,7,9158,0,5,1,1,1,0,614
cbsnyt,7,9158,0,39,4,3,0,0,884
cbsnyt,7,9158,0,10,4,2,0,0,695
cbsnyt,7,9158,1,1,3,2,1,0,595
cbsnyt,7,9158,0,22,2,4,0,0,568
cbsnyt,7,9158,0,33,1,4,1,0,2122
cbsnyt,7,9158,NA,48,1,4,1,0,1163
cbsnyt,7,9158,NA,34,4,4,1,0,311
cbsnyt,7,9158,0,28,1,4,1,0,1060
cbsnyt,7,9158,1,39,2,3,1,0,843
cbsnyt,7,9158,1,7,4,4,1,0,317
cbsnyt,7,9158,1,1,2,1,1,1,1624
cbsnyt,7,9158,1,43,2,2,1,0,790
cbsnyt,7,9158,1,36,4,3,0,0,883
cbsnyt,7,9158,1,35,3,2,0,0,768
cbsnyt,7,9158,1,3,3,2,0,0,211
cbsnyt,7,9158,0,10,3,2,1,0,595
cbsnyt,7,9158,1,48,4,3,0,0,969
cbsnyt,7,9158,1,33,4,3,0,0,884
cbsnyt,7,9158,1,48,2,1,1,0,1229
cbsnyt,7,9158,1,14,3,2,1,0,605
cbsnyt,7,9158,1,15,1,4,0,0,2688
cbsnyt,7,9158,NA,43,2,2,1,0,198
cbsnyt,7,9158,NA,39,2,4,0,0,1137
cbsnyt,7,9158,1,44,2,2,0,0,2005
cbsnyt,7,9158,1,39,4,1,0,0,1262
cbsnyt,7,9158,1,15,4,3,0,0,883
cbsnyt,7,9158,0,44,4,2,1,0,548
cbsnyt,7,9158,NA,14,1,4,1,0,1060
cbsnyt,7,9158,0,19,3,3,1,1,499
cbsnyt,7,9158,NA,10,2,4,1,0,440
cbsnyt,7,9158,0,33,2,1,1,1,2481
cbsnyt,7,9158,0,5,2,2,1,0,882
cbsnyt,7,9158,0,44,3,2,0,0,1132
cbsnyt,7,9158,1,44,4,2,1,0,548
cbsnyt,7,9158,1,23,4,2,0,0,354
cbsnyt,7,9158,1,5,4,3,0,0,969
cbsnyt,7,9158,0,5,3,2,0,0,842
cbsnyt,7,9158,0,25,1,4,1,0,2083
cbsnyt,7,9158,0,33,2,3,0,0,1069
cbsnyt,7,9158,0,5,2,1,0,0,1558
cbsnyt,7,9158,1,44,1,3,1,0,2111
cbsnyt,7,9158,1,25,2,3,1,0,1241
cbsnyt,7,9158,1,10,3,4,1,0,354
cbsnyt,7,9158,1,25,1,3,0,0,2678
cbsnyt,7,9158,1,44,4,3,0,0,868
cbsnyt,7,9158,1,38,1,4,1,0,1163
cbsnyt,7,9158,1,50,3,4,0,0,457
cbsnyt,7,9158,1,5,2,2,0,0,1119
cbsnyt,7,9158,1,36,1,3,0,0,2724
cbsnyt,7,9158,1,15,3,2,0,0,1151
cbsnyt,7,9158,1,48,4,2,1,0,612
cbsnyt,7,9158,1,10,4,4,1,0,311
cbsnyt,7,9158,0,49,2,4,1,0,880
cbsnyt,7,9158,1,5,3,3,1,0,755
cbsnyt,7,9158,1,3,2,4,0,0,1246
cbsnyt,7,9158,0,34,2,4,0,0,1116
cbsnyt,7,9158,1,50,3,4,0,0,914
cbsnyt,7,9158,1,44,4,2,1,0,274
cbsnyt,7,9158,1,14,1,2,1,0,1840
cbsnyt,7,9158,1,25,4,4,1,0,623
cbsnyt,7,9158,1,5,4,3,1,0,1146
cbsnyt,7,9158,1,47,3,3,0,0,1286
cbsnyt,7,9158,NA,9,2,1,1,1,1624
cbsnyt,7,9158,NA,28,2,1,1,0,1120
cbsnyt,7,9158,NA,19,1,2,1,0,1808
cbsnyt,7,9158,NA,33,3,1,0,0,1171
cbsnyt,7,9158,NA,39,1,1,0,0,1422
cbsnyt,7,9158,NA,22,4,2,0,0,1416
cbsnyt,7,9158,NA,7,2,1,1,0,1121
cbsnyt,7,9158,NA,31,1,4,1,0,3183
cbsnyt,7,9158,NA,11,1,3,0,0,2678
cbsnyt,7,9158,NA,18,2,2,1,1,1166
cbsnyt,7,9158,NA,19,1,1,0,1,1112
cbsnyt,7,9158,NA,33,2,3,1,0,843
cbsnyt,7,9158,NA,31,2,2,1,0,805
cbsnyt,7,9158,0,39,2,2,1,0,805
cbsnyt,7,9158,0,39,4,2,1,0,558
cbsnyt,7,9158,1,34,4,3,1,0,684
cbsnyt,7,9158,0,44,4,4,1,0,311
cbsnyt,7,9158,1,44,3,2,1,0,595
cbsnyt,7,9158,1,20,1,2,0,0,3504
cbsnyt,7,9158,0,32,3,1,1,0,1012
cbsnyt,7,9158,0,44,1,2,1,1,1334
cbsnyt,7,9158,0,48,3,4,0,0,1003
cbsnyt,7,9158,0,47,1,2,1,0,3617
cbsnyt,7,9158,1,47,1,1,1,0,1101
cbsnyt,7,9158,1,11,2,1,1,0,1101
cbsnyt,7,9158,1,44,2,2,1,0,395
cbsnyt,7,9158,1,4,4,3,1,0,684
cbsnyt,7,9158,0,20,3,4,0,0,915
cbsnyt,7,9158,0,33,2,2,1,0,805
cbsnyt,7,9158,0,39,2,2,1,0,403
cbsnyt,7,9158,0,39,4,2,0,0,708
cbsnyt,7,9158,0,31,2,1,1,0,3362
cbsnyt,7,9158,0,20,2,3,0,0,1069
cbsnyt,7,9158,1,33,4,4,0,0,402
cbsnyt,7,9158,1,31,3,1,1,0,462
cbsnyt,7,9158,0,33,3,2,1,0,303
cbsnyt,7,9158,0,33,2,1,1,0,1121
cbsnyt,7,9158,0,39,2,3,1,0,843
cbsnyt,7,9158,NA,39,3,4,1,0,722
cbsnyt,7,9158,0,33,1,3,1,0,2150
cbsnyt,7,9158,0,39,2,1,0,0,1422
cbsnyt,7,9158,0,33,4,2,0,1,564
cbsnyt,7,9158,0,39,2,3,0,0,534
cbsnyt,7,9158,0,31,4,2,1,0,558
cbsnyt,7,9158,0,39,3,2,1,0,606
cbsnyt,7,9158,0,31,2,4,0,0,1137
cbsnyt,7,9158,0,22,1,4,1,0,5304
cbsnyt,7,9158,0,7,1,1,0,1,2264
cbsnyt,7,9158,0,33,2,2,1,0,805
cbsnyt,7,9158,1,10,3,4,1,0,709
cbsnyt,7,9158,1,33,2,2,1,0,805
cbsnyt,7,9158,0,33,1,3,0,1,4343
cbsnyt,7,9158,0,39,2,2,1,0,805
cbsnyt,7,9158,0,33,2,3,1,0,1264
cbsnyt,7,9158,0,39,3,2,1,0,303
cbsnyt,7,9158,1,46,1,3,0,0,2727
cbsnyt,7,9158,0,33,2,1,0,1,1132
cbsnyt,7,9158,0,33,4,4,0,0,805
cbsnyt,7,9158,1,17,4,4,1,0,634
cbsnyt,7,9158,1,33,2,3,1,0,1264
cbsnyt,7,9158,1,39,4,4,1,0,317
cbsnyt,7,9158,1,18,2,2,0,0,1003
cbsnyt,7,9158,1,31,2,1,1,0,560
cbsnyt,7,9158,1,31,3,1,0,0,2341
cbsnyt,7,9158,1,7,3,3,1,0,516
cbsnyt,7,9158,0,39,1,4,0,0,2691
cbsnyt,7,9158,0,39,1,4,0,0,1346
cbsnyt,7,9158,0,33,4,2,1,0,279
cbsnyt,7,9158,0,33,3,4,1,1,1065
cbsnyt,7,9158,1,10,3,2,0,0,566
cbsnyt,7,9158,1,36,2,4,1,0,1263
cbsnyt,7,9158,0,31,1,4,1,0,3183
cbsnyt,7,9158,1,39,3,4,0,0,915
cbsnyt,7,9158,NA,19,3,2,0,0,755
cbsnyt,7,9158,1,24,4,2,1,0,558
cbsnyt,7,9158,NA,23,2,1,1,0,1120
cbsnyt,7,9158,0,7,4,2,1,0,558
cbsnyt,7,9158,0,24,2,1,1,0,1120
cbsnyt,7,9158,1,39,4,3,1,0,697
cbsnyt,7,9158,1,47,3,2,0,0,755
cbsnyt,7,9158,1,14,4,2,1,0,558
cbsnyt,7,9158,1,23,3,2,0,0,768
cbsnyt,7,9158,1,42,2,2,1,0,804
cbsnyt,7,9158,0,24,3,4,0,0,457
cbsnyt,7,9158,0,23,4,2,0,0,707
cbsnyt,7,9158,0,50,2,4,0,0,1136
cbsnyt,7,9158,1,39,2,1,1,0,1121
cbsnyt,7,9158,0,36,4,2,1,0,558
cbsnyt,7,9158,1,23,2,3,1,0,842
cbsnyt,7,9158,1,39,3,1,1,0,462
cbsnyt,7,9158,1,7,2,2,1,0,403
cbsnyt,7,9158,1,34,3,3,1,0,1352
cbsnyt,7,9158,1,33,4,2,0,0,354
cbsnyt,7,9158,1,23,2,2,1,0,1206
cbsnyt,7,9158,1,23,2,2,1,0,804
cbsnyt,7,9158,0,24,4,2,1,0,558
cbsnyt,7,9158,1,10,3,1,1,0,906
cbsnyt,7,9158,1,14,4,2,0,0,707
cbsnyt,7,9158,0,44,2,2,1,0,790
cbsnyt,7,9158,0,36,1,4,1,0,1060
cbsnyt,7,9158,0,31,2,1,0,0,711
cbsnyt,7,9158,0,14,3,1,1,1,680
cbsnyt,7,9158,1,14,4,1,1,0,1326
cbsnyt,7,9158,1,34,2,1,0,0,1396
cbsnyt,7,9158,1,34,2,1,1,0,1101
cbsnyt,7,9158,1,36,2,3,1,0,842
cbsnyt,7,9158,0,50,3,3,0,0,872
cbsnyt,7,9158,1,39,2,2,0,0,1021
cbsnyt,7,9158,1,24,4,2,1,0,558
cbsnyt,7,9158,1,23,2,1,1,0,1679
cbsnyt,7,9158,0,26,2,4,1,0,448
cbsnyt,7,9158,1,50,3,2,0,0,384
cbsnyt,7,9158,1,11,1,2,1,0,1808
cbsnyt,7,9158,1,17,3,2,1,0,908
cbsnyt,7,9158,1,26,2,2,1,0,804
cbsnyt,7,9158,1,36,2,2,0,0,1020
cbsnyt,7,9158,1,23,2,1,1,0,1120
cbsnyt,7,9158,0,14,4,3,0,0,883
cbsnyt,7,9158,1,15,1,3,1,0,1074
cbsnyt,7,9158,1,10,3,1,1,0,453
cbsnyt,7,9158,0,7,3,2,1,0,303
cbsnyt,7,9158,0,23,3,2,0,0,1151
cbsnyt,7,9158,0,50,2,1,1,1,1652
cbsnyt,7,9158,NA,43,2,3,1,0,1241
cbsnyt,7,9158,0,36,2,4,1,0,448
cbsnyt,7,9158,1,11,3,1,1,0,906
cbsnyt,7,9158,0,50,2,4,0,0,1136
cbsnyt,7,9158,0,10,2,1,1,0,1101
cbsnyt,7,9158,0,1,2,3,1,1,2442
cbsnyt,7,9158,0,14,4,2,0,0,707
cbsnyt,7,9158,0,1,3,2,0,0,755
cbsnyt,7,9158,1,10,3,4,0,0,899
cbsnyt,7,9158,1,37,2,2,0,1,2395
cbsnyt,7,9158,1,44,2,4,1,0,440
cbsnyt,7,9158,1,16,3,4,1,0,721
cbsnyt,7,9158,0,26,3,2,0,1,1222
cbsnyt,7,9158,0,8,2,2,1,1,583
cbsnyt,7,9158,0,21,2,1,1,1,1624
cbsnyt,7,9158,0,23,4,1,0,0,841
cbsnyt,7,9158,1,14,2,3,1,0,421
cbsnyt,7,9158,1,36,2,1,0,0,2840
cbsnyt,7,9158,1,34,2,1,1,0,1651
cbsnyt,7,9158,0,33,2,2,1,0,403
cbsnyt,7,9158,1,36,2,3,1,0,842
cbsnyt,7,9158,1,26,3,1,0,0,585
cbsnyt,7,9158,1,44,4,3,0,0,868
cbsnyt,7,9158,NA,1,4,3,1,0,684
cbsnyt,7,9158,1,36,3,2,0,0,768
cbsnyt,7,9158,1,10,4,2,0,0,695
cbsnyt,7,9158,1,10,3,2,0,0,755
cbsnyt,7,9158,1,10,3,2,1,0,595
cbsnyt,7,9158,1,14,2,3,1,0,842
cbsnyt,7,9158,1,50,2,2,1,0,804
cbsnyt,7,9158,1,18,2,2,0,0,1003
cbsnyt,7,9158,1,34,2,2,1,0,790
cbsnyt,7,9158,1,14,2,3,0,0,1068
cbsnyt,7,9158,1,50,3,1,1,0,461
cbsnyt,7,9158,1,33,4,2,1,0,558
cbsnyt,7,9158,1,39,3,1,1,0,462
cbsnyt,7,9158,NA,50,2,4,1,0,448
cbsnyt,7,9158,1,47,3,3,0,0,1286
cbsnyt,7,9158,0,25,2,2,0,1,2395
cbsnyt,7,9158,0,10,3,4,0,0,899
cbsnyt,7,9158,0,11,4,2,1,1,809
cbsnyt,7,9158,1,19,4,2,1,0,548
cbsnyt,7,9158,1,44,3,1,1,0,906
cbsnyt,7,9158,0,21,4,4,0,0,790
cbsnyt,7,9158,0,50,2,2,1,0,402
cbsnyt,7,9158,1,44,3,4,0,0,449
cbsnyt,7,9158,1,43,1,3,0,1,4265
cbsnyt,7,9158,1,23,2,1,1,0,1120
cbsnyt,7,9158,1,23,2,1,0,0,2130
cbsnyt,7,9158,0,44,2,3,1,1,610
cbsnyt,7,9158,0,10,2,1,1,0,1101
cbsnyt,7,9158,0,44,3,1,1,0,1360
cbsnyt,7,9158,1,15,1,4,1,0,1060
cbsnyt,7,9158,1,10,1,4,1,0,1042
cbsnyt,7,9158,1,26,2,3,1,0,842
cbsnyt,7,9158,0,15,3,4,0,0,914
cbsnyt,7,9158,1,10,3,4,1,0,354
cbsnyt,7,9158,1,44,2,1,0,0,1047
cbsnyt,7,9158,1,44,3,3,1,0,676
cbsnyt,7,9158,0,11,2,3,1,0,827
cbsnyt,7,9158,0,23,2,1,0,1,3392
cbsnyt,7,9158,0,34,2,1,0,1,3335
cbsnyt,7,9158,0,43,3,2,1,1,878
cbsnyt,7,9158,1,44,2,3,0,0,1049
cbsnyt,7,9158,1,43,4,2,0,0,695
cbsnyt,7,9158,1,23,3,2,0,0,1151
cbsnyt,7,9158,1,18,2,2,0,0,1003
cbsnyt,7,9158,1,33,2,3,0,0,1069
cbsnyt,7,9158,1,23,2,3,1,0,1263
cbsnyt,7,9158,1,36,2,4,0,0,1704
cbsnyt,7,9158,1,25,3,2,1,0,297
cbsnyt,7,9158,1,49,2,4,1,0,880
cbsnyt,7,9158,0,19,4,2,0,1,554
cbsnyt,7,9158,0,35,4,3,0,0,883
cbsnyt,7,9158,0,4,3,4,1,0,354
cbsnyt,7,9158,1,36,2,3,0,0,1068
cbsnyt,7,9158,1,36,3,4,1,0,1081
cbsnyt,7,9158,1,19,2,3,1,0,1655
cbsnyt,7,9158,1,39,4,1,1,0,664
cbsnyt,7,9158,0,44,2,3,1,1,1221
cbsnyt,7,9158,0,43,2,2,1,0,790
cbsnyt,7,9158,0,23,2,2,0,0,1020
cbsnyt,7,9158,0,19,2,2,0,1,1597
cbsnyt,7,9158,0,23,2,1,1,0,560
cbsnyt,7,9158,1,25,3,2,1,0,595
cbsnyt,7,9158,NA,11,2,3,0,1,836
cbsnyt,7,9158,1,43,4,3,0,0,868
cbsnyt,7,9158,1,47,3,2,1,0,892
cbsnyt,7,9158,NA,26,2,4,1,0,895
cbsnyt,7,9158,0,24,3,2,1,0,605
cbsnyt,7,9158,0,23,4,2,0,0,707
cbsnyt,7,9158,0,44,3,2,0,1,1202
cbsnyt,7,9158,0,21,2,1,0,1,3335
cbsnyt,7,9158,1,19,3,1,0,0,1150
cbsnyt,7,9158,1,27,2,2,0,0,1679
cbsnyt,7,9158,1,44,2,3,0,0,1049
cbsnyt,7,9158,0,47,2,2,1,0,790
cbsnyt,7,9158,1,5,3,4,0,0,1003
cbsnyt,7,9158,1,10,2,1,0,0,2792
cbsnyt,7,9158,1,44,3,1,0,0,1150
cbsnyt,7,9158,0,16,4,4,1,0,634
cbsnyt,7,9158,1,23,3,2,0,0,384
cbsnyt,7,9158,1,5,4,2,0,0,776
cbsnyt,7,9158,1,48,3,1,0,0,1925
cbsnyt,7,9158,1,10,3,4,1,0,354
cbsnyt,7,9158,1,7,2,1,0,0,2132
cbsnyt,7,9158,1,5,2,1,1,0,1229
cbsnyt,7,9158,1,10,2,4,1,0,440
cbsnyt,7,9158,0,5,2,4,0,0,1246
cbsnyt,7,9158,0,44,2,2,1,0,790
cbsnyt,7,9158,NA,44,1,4,1,0,2083
cbsnyt,7,9158,0,24,2,2,1,0,804
cbsnyt,7,9158,1,17,2,1,1,0,560
cbsnyt,7,9158,0,14,3,2,0,0,768
cbsnyt,7,9158,0,48,3,2,1,1,980
cbsnyt,7,9158,1,6,3,3,0,0,957
cbsnyt,7,9158,1,45,3,1,0,0,1283
cbsnyt,7,9158,1,10,2,3,0,0,1049
cbsnyt,7,9158,1,18,1,3,0,0,4017
cbsnyt,7,9158,1,36,3,4,1,0,721
cbsnyt,7,9158,0,5,2,3,1,0,924
cbsnyt,7,9158,0,48,2,4,1,0,983
cbsnyt,7,9158,1,23,4,3,1,0,696
cbsnyt,7,9158,0,17,1,4,1,0,1060
cbsnyt,7,9158,0,6,2,3,1,0,924
cbsnyt,7,9158,0,5,3,3,0,0,957
cbsnyt,7,9158,0,24,3,3,1,0,688
cbsnyt,7,9158,NA,44,4,2,1,0,274
cbsnyt,7,9158,0,3,2,2,0,0,1119
cbsnyt,7,9158,0,16,2,2,1,0,402
cbsnyt,7,9158,0,8,2,4,1,0,880
cbsnyt,7,9158,0,5,4,3,1,0,764
cbsnyt,7,9158,0,10,1,4,1,0,2083
cbsnyt,7,9158,0,21,2,3,0,1,1671
cbsnyt,7,9158,0,32,2,2,1,0,882
cbsnyt,7,9158,NA,3,4,2,0,0,776
cbsnyt,7,9158,1,5,1,1,1,0,1229
cbsnyt,7,9158,0,44,4,1,1,0,652
cbsnyt,7,9158,1,5,4,2,1,0,306
cbsnyt,7,9158,1,10,4,2,1,0,548
cbsnyt,7,9158,1,32,3,2,1,0,332
cbsnyt,7,9158,1,5,2,1,1,0,1229
cbsnyt,7,9158,1,49,4,4,1,0,623
cbsnyt,7,9158,0,15,2,2,0,0,1020
cbsnyt,7,9158,0,50,2,3,1,0,1263
cbsnyt,7,9158,1,5,3,2,1,0,664
cbsnyt,7,9158,1,11,4,2,1,0,548
cbsnyt,7,9158,1,1,1,4,1,0,1042
cbsnyt,7,9158,0,50,1,1,0,0,1420
cbsnyt,7,9158,NA,15,2,2,0,0,510
cbsnyt,7,9158,1,36,4,1,0,1,669
cbsnyt,7,9158,0,48,4,3,1,0,1146
cbsnyt,7,9158,0,3,2,2,1,0,441
cbsnyt,7,9158,1,32,4,4,1,0,695
cbsnyt,7,9158,1,33,1,1,1,1,827
cbsnyt,7,9158,NA,31,3,1,0,0,1171
cbsnyt,7,9158,1,10,2,2,0,1,1597
cbsnyt,7,9158,1,48,1,1,1,0,614
cbsnyt,7,9158,0,38,2,2,0,0,1119
cbsnyt,7,9158,1,6,4,2,0,0,776
cbsnyt,7,9158,NA,5,2,1,0,0,1169
cbsnyt,7,9158,0,18,4,4,1,0,311
cbsnyt,7,9158,NA,38,2,4,1,0,491
cbsnyt,7,9158,0,39,2,2,0,0,511
cbsnyt,7,9158,0,38,2,1,1,0,614
cbsnyt,7,9158,0,33,1,3,0,0,2727
cbsnyt,7,9158,0,32,1,1,1,0,1229
cbsnyt,7,9158,0,5,1,1,0,0,1558
cbsnyt,7,9158,0,33,2,1,1,0,1121
cbsnyt,7,9158,0,4,2,1,1,0,1101
cbsnyt,7,9158,1,15,2,3,1,0,421
cbsnyt,7,9158,1,23,4,1,1,0,331
cbsnyt,7,9158,0,5,4,1,1,0,727
cbsnyt,7,9158,0,24,4,3,0,0,1325
cbsnyt,7,9158,0,23,4,1,0,0,841
cbsnyt,7,9158,0,39,2,3,1,0,843
cbsnyt,7,9158,0,50,4,4,1,0,317
cbsnyt,7,9158,1,26,2,3,1,0,631
cbsnyt,7,9158,1,23,4,3,0,0,883
cbsnyt,7,9158,NA,34,3,3,1,0,676
cbsnyt,7,9158,1,8,3,1,0,0,1724
cbsnyt,7,9158,NA,33,4,1,0,0,842
cbsnyt,7,9158,NA,40,4,4,1,0,317
cbsnyt,7,9158,1,29,3,3,0,0,479
cbsnyt,7,9158,0,44,3,1,1,0,906
cbsnyt,7,9158,0,18,2,1,0,0,1396
cbsnyt,7,9158,0,44,4,3,0,0,868
cbsnyt,7,9158,1,16,2,3,0,0,1068
cbsnyt,7,9158,0,15,2,2,0,0,1020
cbsnyt,7,9158,NA,36,4,2,1,0,558
cbsnyt,7,9158,1,50,3,2,0,0,768
cbsnyt,7,9158,1,33,3,3,1,1,508
cbsnyt,7,9158,1,47,3,2,1,0,297
cbsnyt,7,9158,1,36,4,1,0,0,420
cbsnyt,7,9158,1,33,3,1,1,0,923
cbsnyt,7,9158,1,47,4,2,1,0,548
cbsnyt,7,9158,1,44,2,3,1,0,414
cbsnyt,7,9158,1,6,3,1,1,0,1012
cbsnyt,7,9158,1,31,3,1,0,1,2797
cbsnyt,7,9158,1,14,1,4,1,0,1060
cbsnyt,7,9158,1,5,1,4,0,0,1475
cbsnyt,7,9158,1,31,2,1,1,0,1681
cbsnyt,7,9158,NA,22,3,2,1,0,606
cbsnyt,7,9158,0,47,4,3,0,0,1736
cbsnyt,7,9158,1,44,3,2,0,0,377
cbsnyt,7,9158,1,3,3,3,0,0,957
cbsnyt,7,9158,1,5,3,2,1,0,332
cbsnyt,7,9158,0,11,3,1,0,0,1150
cbsnyt,7,9158,0,5,2,1,1,0,1229
cbsnyt,7,9158,0,38,2,2,1,0,882
cbsnyt,7,9158,0,26,2,1,1,0,1120
cbsnyt,7,9158,1,36,2,4,1,0,895
cbsnyt,7,9158,1,6,3,2,1,0,996
cbsnyt,7,9158,1,5,3,2,1,0,664
cbsnyt,7,9158,1,31,4,2,0,0,354
cbsnyt,7,9158,1,10,3,2,0,0,189
cbsnyt,7,9158,1,31,2,1,0,0,1422
cbsnyt,7,9158,1,33,2,4,0,0,568
cbsnyt,7,9158,1,5,3,2,0,0,421
cbsnyt,7,9158,1,23,2,4,1,0,448
cbsnyt,7,9158,0,33,3,3,1,0,344
cbsnyt,7,9158,0,20,2,1,1,0,1121
cbsnyt,7,9158,0,15,2,2,1,0,402
cbsnyt,7,9158,1,26,2,3,1,0,421
cbsnyt,7,9158,1,5,3,2,0,0,421
cbsnyt,7,9158,0,48,3,2,0,0,211
cbsnyt,7,9158,0,11,2,2,1,0,790
cbsnyt,7,9158,1,43,4,2,1,0,822
cbsnyt,7,9158,0,33,3,3,1,0,689
cbsnyt,7,9158,1,7,2,3,0,0,1069
cbsnyt,7,9158,1,20,2,1,1,0,560
cbsnyt,7,9158,1,39,2,2,1,0,805
cbsnyt,7,9158,0,49,1,4,0,0,2642
cbsnyt,7,9158,1,29,3,3,1,0,377
cbsnyt,7,9158,NA,22,2,4,0,0,1137
cbsnyt,7,9158,0,39,1,3,1,0,2150
cbsnyt,7,9158,1,5,3,1,1,0,1012
cbsnyt,7,9158,0,3,3,2,1,0,332
cbsnyt,7,9158,0,16,2,1,1,0,1120
cbsnyt,7,9158,1,48,3,3,1,0,377
cbsnyt,7,9158,0,5,2,2,1,1,1302
cbsnyt,7,9158,1,22,2,4,1,0,448
cbsnyt,7,9158,1,7,4,1,1,0,664
cbsnyt,7,9158,1,41,3,1,1,0,906
cbsnyt,7,9158,1,10,4,2,1,0,548
cbsnyt,7,9158,1,7,3,2,1,0,909
cbsnyt,7,9158,0,10,3,2,1,0,595
cbsnyt,7,9158,0,36,2,2,0,0,1020
cbsnyt,7,9158,0,33,2,2,0,0,511
cbsnyt,7,9158,1,39,4,2,0,0,708
cbsnyt,7,9158,1,31,2,2,1,0,403
cbsnyt,7,9158,1,50,2,1,1,0,1120
cbsnyt,7,9158,0,26,4,3,1,0,696
cbsnyt,7,9158,0,23,4,3,1,1,1027
cbsnyt,7,9158,1,31,3,2,0,0,384
cbsnyt,7,9158,0,49,3,2,1,0,595
cbsnyt,7,9158,0,26,2,2,0,0,1020
cbsnyt,7,9158,1,44,4,4,1,0,467
cbsnyt,7,9158,NA,43,2,3,1,0,827
cbsnyt,7,9158,NA,18,3,1,1,0,1360
cbsnyt,7,9158,NA,39,1,3,1,0,4300
cbsnyt,7,9158,0,50,3,2,0,0,768
cbsnyt,7,9158,1,20,2,3,1,0,843
cbsnyt,7,9158,1,47,4,1,1,0,652
cbsnyt,7,9158,0,5,3,2,1,0,996
cbsnyt,7,9158,0,10,2,2,0,0,1003
cbsnyt,7,9158,1,5,1,1,1,0,614
cbsnyt,7,9158,1,39,3,1,1,0,1385
cbsnyt,7,9158,0,23,4,2,0,0,707
cbsnyt,7,9158,1,50,4,2,0,0,707
cbsnyt,7,9158,1,22,3,2,1,0,303
cbsnyt,7,9158,1,14,2,2,0,0,1020
cbsnyt,7,9158,1,20,1,4,1,0,1061
cbsnyt,7,9158,1,47,2,2,1,0,1186
cbsnyt,7,9158,1,44,1,4,1,0,1042
cbsnyt,7,9158,1,1,2,2,0,0,1504
cbsnyt,7,9158,1,11,2,1,0,0,698
cbsnyt,7,9158,NA,44,2,2,1,0,395
cbsnyt,7,9158,1,5,3,1,1,0,1012
cbsnyt,7,9158,1,23,3,1,1,0,461
cbsnyt,7,9158,1,43,2,3,0,0,1049
cbsnyt,7,9158,1,39,2,3,1,0,1264
cbsnyt,7,9158,1,44,2,2,0,0,1003
cbsnyt,7,9158,1,47,1,3,0,0,4017
cbsnyt,7,9158,0,34,4,2,0,0,695
cbsnyt,7,9158,1,23,3,2,0,0,768
cbsnyt,7,9158,1,47,3,4,1,0,709
cbsnyt,7,9158,1,15,2,2,1,0,804
cbsnyt,7,9158,0,33,3,1,1,0,923
cbsnyt,7,9158,0,39,4,2,0,0,354
cbsnyt,7,9158,1,32,2,3,1,0,924
cbsnyt,7,9158,0,5,2,1,0,0,3116
cbsnyt,7,9158,0,33,1,2,1,0,921
cbsnyt,7,9158,1,19,3,2,1,0,595
cbsnyt,7,9158,1,37,4,3,1,0,342
cbsnyt,7,9158,1,11,2,2,1,0,790
cbsnyt,7,9158,0,23,2,2,0,1,1624
cbsnyt,7,9158,0,18,1,2,0,0,2294
cbsnyt,7,9158,1,10,4,2,1,0,548
cbsnyt,7,9158,1,5,2,1,1,0,1229
cbsnyt,7,9158,1,5,4,2,0,0,194
cbsnyt,7,9158,1,49,2,1,0,1,2223
cbsnyt,7,9158,1,23,1,4,1,0,1060
cbsnyt,7,9158,1,45,2,4,1,0,491
cbsnyt,7,9158,0,48,2,3,1,0,924
cbsnyt,7,9158,0,15,2,1,1,0,1120
cbsnyt,7,9158,0,42,2,2,0,0,1020
cbsnyt,7,9158,1,39,3,3,0,0,655
cbsnyt,7,9158,1,21,3,3,0,0,429
cbsnyt,7,9158,0,10,4,3,0,0,868
cbsnyt,7,9158,1,10,2,2,0,0,1504
cbsnyt,7,9158,0,19,2,2,1,1,1166
cbsnyt,7,9158,0,7,4,2,1,0,279
cbsnyt,7,9158,0,39,2,2,1,0,403
cbsnyt,7,9158,1,33,3,2,0,0,576
cbsnyt,7,9158,1,36,4,3,0,0,883
cbsnyt,7,9158,0,37,3,3,1,0,338
cbsnyt,7,9158,1,17,4,2,1,0,558
cbsnyt,7,9158,1,17,4,2,0,0,707
cbsnyt,7,9158,1,33,2,2,1,0,1208
cbsnyt,7,9158,1,37,4,3,0,0,434
cbsnyt,7,9158,1,3,2,3,1,0,924
cbsnyt,7,9158,1,10,1,4,1,0,3125
cbsnyt,7,9158,0,21,3,1,0,0,1150
cbsnyt,7,9158,0,34,2,3,1,0,827
cbsnyt,7,9158,0,14,4,2,1,1,823
cbsnyt,7,9158,0,15,1,3,1,0,2148
cbsnyt,7,9158,1,22,4,2,1,0,558
cbsnyt,7,9158,1,28,3,1,0,0,1169
cbsnyt,7,9158,1,36,3,2,1,0,605
cbsnyt,7,9158,NA,24,2,1,1,0,560
cbsnyt,7,9158,0,21,4,2,1,0,274
cbsnyt,7,9158,NA,31,3,2,0,0,384
cbsnyt,7,9158,NA,43,2,4,1,0,440
cbsnyt,7,9158,1,1,4,4,1,0,311
cbsnyt,7,9158,1,39,3,1,1,0,462
